,0,1,label
3970,"Hey I heard you were a wild oneIf I took you homeIt'd be a home runshow me how you'll doI want to shut downin the club with youHey I heard you like the wild onesI like crazy foolish stupidParty going wild fist pumpingMusic I might lose itBlast to the roofthat's how we do'z it do'z it do'z itI don't care the night she don't care we likeAlmost dared the right fiveReady to get poppingain't no surpriseTake me so high jumping no doubtsSurfing the crowdSaid I gotta be the manWhen they heading my vanmight check one tooshut them down in the club whilethe playboy does itand y'all get lose loseAfter bottle, we all getbit and again tomorrowGotta break loosecause that's the mottoClub shuts downI heard you're super modelsHey I heard you were a wild oneIf I took you homeIt'd be a home runshow me how you'll doI want to shut downin the club with youHey I heard you like the wild onesParty rocker foot show stopperMore shampooNever one club popperGot a hangover like too much vodkaCan't see me with ten binocularsSo coolNo doubt by the end of the nightGot the clothes coming offTil I make that moveSomehow, somewaygotta raise the roof roofAll black shadeswhen the sun come throughUh Oh it's on like everything goesRound up baby til the freaky showWhat happens to that bodyit's a private showStays right here private showI like em yntameddon't tell me how painTell them this bottoms upwith the champagneMy life coming harderthan we hit playDo you busy with the bailwere you insaneHey I heard you were a wild oneIf I took you homeIt'd be a home runShow me how you'll doI want to shut down in the clubWith youHey I heard you like the wild onesI am a wild oneBreak me inSaddle me up and lets beginI am a wild oneTame me nowRunning with wolvesAnd I'm on the prowlShow you another side of meA side you would never thoughtyou would seeTell that bodyGotta make sure do you have enoughI can't lieThe wilds don't lieHey I heard you were a wild oneIf I took you homeIt'd be a home runshow me how you'll doI want to shut downin the club with youHey I heard you like the wild onesI am a wild oneBreak me inSaddle me up and let's beginI am a wild oneTame me nowRunning with wolvesAnd I'm on the prowl",활력,12
3971,이 rhyme 하나마다 값을 달아 나 보자 그 동안 쌓아 놨던 빚을 다 갚은 다음에도 남아날 거야 싹 팔아 버릴까 그리고 땅을 잔뜩 사면 나도 강 부자 내가 깔보고 까고 맨날 더럽다고,활력,12
3972,욕하던,이별,9
3973,자가 되는 거야 아 뿔 싸 그 나쁜 사람이라니,승리,6
3974,난 안할란다,환상,3
3975,걍 라 랄랄 라 딴따라 ha 다 손들어 봐 더 흔들어 봐 팔을 쫙 뻗어 봐 가슴 한 가운데 가만히 살아 남았던 날카로운 감각을 잡아 다시 갈고 닦아 제자리로 갖다 놔 밤새 난 생각해 봐 세상에 산재한 새 말의 탐색과 생산에 관해 폐쇄된 외계의 랩 괴재 F.A .N .A 내 생애 최대의 계획이 개시돼 피 맺힌 외길에 임해 흰 잿빛에 미래를 짙게 칠해 계속된 속된 논쟁 속 내 존재를 곡해로 매도해 욕해도 해롭게는 못해 무대를 채운 채 두뇌를 깨우네,짜증,10
3976,굳센 불세출의 문체를 뱉을 때 헛된 여백 겉에 여태껏 외면 됐던 개념의 열쇠를 꺼 내 성 괘를 여 네 아에 모두 함께 이오 손을 위로 우 어 따라 불러 아 에이 오우 어 아에 모두 함께 이오 손을 위로 우 어 따라 불러 아 에이 오우어 Beat 위 길치 이리저리 밀치고 다녀 헤집지 대형사고를 쳐 뒤집지 snare를 집 삼아 떠도는 집시 flow 타며 내 뱉는 기침 MC가 니 직함이라면 지금 이 순간부로 넌 명예퇴직 다시 말해 곧 실직 기지 맥진 실신하기 직전인 놈들에게는 확실한 이 뒷처리 찌질 찌 질대는 애들의 칠칠치 못한 입을 꿰매는 RHYME 시침질 모음들의 일진 일퇴 속 RHYME-A- 등 장 소녀 팬들이 미치지 시작된 속공 혓바닥의 폭동 내 Skill은 롯본기에서 홍 콩까지 뒤덮고 펜과 마이크로폰 내 칼 창이죠,짜증,10
3977,너의 무기는 키 높여 주는 깔 창이죠,활력,12
3978,Hey 피노 키 오 거짓에 현혹되고 말썽만 일으켜 화를 돋궈 자꾸 날 괴롭혀 너의 곤 조 없는 음악 내 달팽이엔 독소 보소 보소 헛소리는 그만두소,활력,12
3979,넌 신도리 코 카피가 인생의 목표 죄 없는 죠리퐁마저 희롱하는 꼴통 내 호통 한방에 니 모니터는 먹통 난 두통 치통 근육통에 끄떡없는 킹 콩 아에 모두 함께 이오 손을 위로 우 어 따라 불러 아 에이 오우 어 아에 모두 함께 이오 손을 위로 우 어 따라 불러 아 에이 오우 어 두려움 따 윈 결코 없는 청춘 The Q 리듬 위를 껑충껑충 뛰네,짜증,10
3980,나의 beat과 rhyme은 눈물 나게 가슴을 울려 대지 쿵쿵 Yeah 우리는 죽이는 소리꾼 Soul Company 모음 Rhyme 놀이 중 팔다리에 퍼진 이 충분한 Groove 누구나 춤 춰 이 훈훈한 무드 The Q의 flow는 무한류 멈춤이 없어 그게 무반 주라도 듣는 그들은 그저 꿈꾸는 듯 하겠지만 이건 So Real 눈뜨라 구 전능한 저 신께서 점쳐 귀 열고 경청 눈 가린 저능아 처벌 후 깃발을 펼쳐 결정적인 선택권은 떡하면 찰떡 모르면 배워 이 교과서에서 우린 역전의 상징 버저 비터 uh 가식의 껍데기 벗어 기꺼이 피할 수 없는 우린 자외선 마치 expression 모음으로 화려한 action 어지럽혀 진 음표 속에 펼친 여섯 verse 위 모음 조각들의 결정적인 덧칠 Soul Company 더 뻔 뻔히 신나게 즐겨 pum pum pum pum pum pum Put your hands up 아에 모두 함께 이오 손을 위로 우 어 따라 불러 아 에이 오우 어 아에 모두 함께 이오 손을 위로 우 어 따라 불러 아 에이 오우 어 아 에이 오우 어 아 에이 오우 어 아 에이 오우 어 아 에이 오우 어,활력,12
3981,I can't breatheI can't breatheI can't breatheno no yeahI can't breathe no moreI can't sleep no more 어지러운 세상 차가운 도심 속에 나 홀로 I can't live no morebut I can't stop no more 눈을 감아도 이젠 들리지 않는 너의 그 숨결 I can't deny it 고요히 잠든 밤 꿈 속에 나타난 넌 너무나 아름 다 와 Hey gorgeous sweet amazing babyI know you want it baby 이 시간 만큼은 You & Me HardcoreTil' you say no moreI can't breathe I can't breathe 나를 조여 오는 느낌이 싫지 않아 I can't breathe I can't breathe 아침이 밝아 와도 깨고 싶지 않아 I can't breathe 상상은 질렸어 나 절제를 잃었어 모순된 상황 변함없는 건 넌 나의 V V Venus 달 나라 건너 별 따면 해 저물어 지금 이 순간만을 기다려 온 걸 i wonderI can't deny it 고요히 잠든 밤 꿈 속에 나타난 넌 너무나 아름 다 와 baby I know you want it baby 이 시간 만큼은 You & Me HardcoreLet's do it some moreI can breathe I can breathe 나를 조여 오는 느낌이 싫지 않아 I can't breathe I can't breathe 아침이 밝아 와도 깨고 싶지 않아 I can't breathe I can't breathe 나를 조여 오는 느낌이 싫지 않아 I can't breathe I can't breathe 아침이 밝아 와도 깨고 싶지 않아 I can't breathe 가려 진 커튼 사이로 oh oh oh oh 날 부르는 그대의 손길 이 이 이 살며시 내 침대로 와 아 아 아 아무도 모르게 조용히 히 히 히 I can't breathe I can't breathe 나를 조여 오는 느낌이 싫지 않아 I can't breathe I can't breathe 아침이 밝아 와도 깨고 싶지 않아 I can't breathe I can't breathe 나를 조여 오는 느낌이 싫지 않아 I can't breathe I can't breathe 아침이 밝아 와도 깨고 싶지 않아 No No No I can't breatheI can't breathe breathe breathebreathe breathe no moreI can't breatheI can't breathe no moreI can't breathe breathe breatheI CAN'T BREATHE,활력,12
3982,내가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 Bam Ratatata Tatatatata Bam Ratatata Tatatatata Bam Ratatata Tatatatata Bam Ratatata Tatatatata Oh my god 누가 봐도 내가 좀 죽여주잖아,짜증,10
3983,둘째 가라면 이 몸이 서럽잖아,이별,9
3984,넌 뒤를 따라오지만 난 앞만 보고 질주해 네가 앉은 테이블 위를 뛰어다녀 I don’t care 건드리면 감당 못해 I’m hot hot hot hot fire 뒤집어 지기 전에 제발 누가 날 좀 말려 옷장을 열어 가장 상큼한 옷을 걸치고 거울에 비친 내 얼굴을 꼼꼼히 살피고 지금은 여덟 시 약속시간은 여덟 시 반 도도 한 걸음으로 나선 이 밤 내가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 내가 봐도 내가 좀 끝내주잖아,짜증,10
3985,네 가 나라도 이 몸이 부럽잖아,이별,9
3986,남자들은 날 돌아보고 여자들은 따라해 내가 앉은 이 자리를 매일 넘봐 피곤해 선수 인척 폼만 잡는 어리 버리한 Playa 넌 바람 빠진 타이어처럼 보기 좋게 차여 어떤 비교도 난 거부해 이건 겸손한 얘기 가치를 논하자면 나는 Billion dollar baby 뭘 좀 아는 사람들은 다 알아서 알아봐 아무나 잡고 물어봐 누가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 내가 제일 잘 나가 누가 네 가 나보다 더 잘 나가 No no no no Na na na na 누가 네 가 나보다 더 잘 나가 No no no no Na na na na 누가 네 가 나보다 더 잘 나가 No no no no Na na na na 누가 네 가 나보다 더 잘 나가 No no no no Na na na na Bam Ratatata Tatatatata Bam Ratatata Tatatatata Bam Ratatata Tatatatata Bam Ratatata Tatatatata Bam Ratatata TatatatataOh my god,활력,12
3987,yeah 오늘 괜히 붕 뜨는 사람들 친구 보고 싶은 심심한 사람들 Put Your Hands Up 오늘 기분이 괜찮아 우리만 있으면 되잖아,짜증,10
3988,Rewind 차에 올라 타 어디든 가볼까 함께 하니까 너무 좋아 소리쳐 봐 Good LifePut your hands up in the sky 아주 까만 밤에 한강 대교를 비추는 빛은 주황색영화만큼 멋진 drive 아니지만 분위기 나잖아,짜증,10
3989,그 까짓 거 바람도 딱 적당히 차가운 저녁이 때 생각나는 친구들 전화번호 Hey 모여 봐 주말도 아닌데 주말 같은 밤이잖아,짜증,10
3990,이 날을 그냥 넘어가면 안 돼 상태 살피지 마 오늘은 알아들었으면 나와 도시의 품속으로 두발 다 떴다,이별,9
3991,Chillin wit my old boy 맘껏 fly high 오늘 기분이 괜찮아 우리만 있으면 되잖아,짜증,10
3992,Rewind 차에 올라 타 어디든 가볼까 함께 하니까 너무 좋아 소리쳐 봐 Good Life10 시까지 집 앞으로 데리러 갈게 늦지 말고 잘 꾸미고 나와 줘 ma man 쿨하게 인사하고 만나자마자 낄낄 대 역시 같이 있으면 하나도 안 심심 해하 이제 시동 걸었으도시의 화려함을 느낄 때 흥분되고 폼 잡던,이별,9
3993,나와 너희가 눈빛이 통하면 어디든 가 근데 이런 날 꼭 한명은 일찍 빠지던데 오늘은 집에 못가 고민돼 잠들 때까지 뭐하고 놀까 내일은 일해야 돼 다음 주는 바 뻐 미리 걱정하는 소심한 마음을 잠궈 오늘 기분이 괜찮아 우리만 있으면 되잖아,이별,9
3994,Rewind 차에 올라 타 어디든 가볼까 함께 하니까 너무 좋아 소리쳐 봐 Good Life 잠 안 오는 밤이 외로워나 있는 데로와 사람도 많아야 돼 빨리 걔도 데려와 잠 안 오는 것도 괴로워나 있는 데로와 자리 아직 많어 빨리 걔도 데려와 소리 더 키워 Volume up higher 소리 더 키워 Volume up higher 소리 더 키워 Volume up higher 스트레스 완전히 비워 오늘 기분이 괜찮아 우리만 있으면 되잖아,활력,12
3995,Rewind 차에 올라 타 어디든 가볼까 함께 하니까 너무 좋아 소리쳐 봐 Good Life 오늘 기분이 괜찮아 우리만 있으면 되잖아,활력,12
3996,Rewind 차에 올라 타 어디든 가볼까 함께 하니까 너무 좋아 소리쳐 봐 Good Life,활력,12
3997,Nikes on her feet make my love completeNikes on her feet make my love completeNikes on her feet make my love completeNikes on her feet make my love completeNikes on her feet make my love completeNikes on her feet make my love completeNikes on her feet make my love completeNikes on her feet make my love complete 산책하기 딱 인 온도와 그녀의 발엔 나이키 운동화 I like ur style baby 그녀의 뒤로 늘어선 그림자 속에 묻어가 왜 여자들은 그리 명품에 환 장해 캠퍼스 안의 명품 백 is that chanel is that givenchy 한쪽 어깨로 드는 이삿짐 허나 이 아이는 예외인 듯 해 호리호리 한 등짝에 있는 백 회색 후 디 위 가방은 네이비 색 찰랑이는 머릿결은 wavin flag 그녀의 걸음걸이 느낌 있게 춤추는 귀고리 너의 귀 밑에 이 도시는 너에 비해 시 시해 넌 시멘트에 색감을 이식해 회색 도시 속 그녀가 신은 민트 색 나이키 슈즈 빽빽한 빌딩 틈 사이 그녀의 자유로운 나이키 슈즈바람을 건드리는 그녀의 FIXIE 위 나이키 슈즈 I like ya nike shoesI wanna spend every night with u 너는 좀 아는 것만 같아 그 느낌 조금은 수줍은 듯이 담백한 그 눈빛 화장기 없는 피부 아침 해에 자연스레 그을린 튤립처럼 아주 선명한 ur lips 그지 it's cheaper than gucci 하지만 니 센스는 빛 나 저 흔한 금붙이보다 더 쳐다보기 눈부신 니 가는 발목이 제대로 붙잡았어,활력,12
3998,내 발목 잘못 했다간 갇히겠어,이별,9
3999,너란 감옥에 은근하고 부드럽고 편해 마치 잠옷에 익숙함 치명적인 친숙함이 날 네 게로 자꾸 끌어당겨 이 순간 넌 낯이 낮처럼 밝아서 낮이 어울려 좀 일찍 만 나 너와는 하루가 빨리 저물어 알지 스니커에 스키니 진 내게는 비키니보다 더 섹시해 it’s killin me 회색 도시 속 그녀가 신은 민트 색 나이키 슈즈 빽빽한 빌딩 틈 사이 그녀의 자유로운 나이키 슈즈바람을 건드리는 그녀의 FIXIE 위 나이키 슈즈 I like ya nike shoesI wanna spend every night with u 나이키 슈즈 걸 니가 흘리는 치명적인 매력을 줏어 tight jean 아래로 떨어진 담백한 발목에 패션은 독특한 안목 단발머리 니 얇은 허리에 내 팔을 두루 두른 채로 서울 숲 거리를 산책 아 님 조깅해 just do it 긴장을 대화로 이완해 work my lips to it 옅은 스모 키 화장에 넌 스모키롸빈슨을 사랑하는 섹시한 취향에 난 고삐가 풀린 토끼 나는 고비를 몇 번이나 넘기는지 몰라 난 너의 노비이 가시나는 아마 카시 나를 자주 가는 것 같아 참 간지가 나 이쁜 나이키 신발 벗고 운동할까 땀 한 번 쭉 빼고 밥 먹으러 갈까 회색 도시 속 그녀가 신은 민트 색 나이키 슈즈 빽빽한 빌딩 틈 사이 그녀의 자유로운 나이키 슈즈바람을 건드리는 그녀의 FIXIE 위 나이키 슈즈 I like ya nike shoesI wanna spend every night with u 햇살처럼 포근한 일요일 아침의 귓속말한 강 위를 달릴 때는 뭐가 어울릴 수 있을까,활력,12
4000,강바람에 질끈 감은 너의 눈썹의 곡선과 입술의 색처럼 독특한 마치 광고에서 본 듯한 너의 Nike Shoes 햇살처럼 포근한 일요일 아침의 귓속말한 강 위를 달릴 때는 뭐가 어울릴 수 있을까,활력,12
4001,강바람에 질끈 감은 너의 눈썹의 곡선과 입술의 색처럼 독특한 마치 광고에서 본 듯한 너의 Nike Shoes,활력,12
4002,터질 듯 두근대 내,이별,9
4003,심장소리가 바로 여기 지금 울려 퍼 지네불안한 생각은 다 날려 보내자 오직 이 순간을 기다려 왔어,짜증,10
4004,기대해 너에게 보여줄게,이별,9
4005,Ready Get Set GO get it GO 뜨거운 함성에 몸을 날려 더 빠르게 더 가볍게 바로 지금 이 순간 다시 넘어진다 해도 돌아보진 않겠어 여전히 내 심장 뛰고 있어 숨이 턱 막힐 듯 지쳐 가고 있어 얼마 남지 않은 저 Finish Line 시간이 없어 나의 게임은 Over and Over 여기서 멈출 수 없어 다시 일어나 Ready Get SetGO get it GO 뜨거운 함성에 몸을 날려 더 빠르게 더 가볍게 바로 지금 이 순간 다시 넘어진다 해도 돌아보진 않겠어 여전히 내 심장 뛰고 있어 Ready Get SetGO get it GO 마지막으로 기회를 걸어 더 빠르게 더 가볍게 바로 지금 이 순간 이젠 넘어진다 해도 두렵지 않은 걸 난 지금 너에게 가고 있어 다시 넘어진다 해도 돌아보진 않겠어 여전히 내 심장 뛰고 있어,활력,12
4006,Double d와 함께 하는 특별한 밤 everybody 모두 출석 checkYeah 놀 때 잘 못 노는 사람도 게으른 사람 you know 오늘은 신나게 놉시다,활력,12
4007,Say 출 checkcheck it out 출 checkcheck it out 출 checkcheck it out 출석 첵 우리의 일주일은 월화 수목 금 금 금 가득 쌓인 업무 때문에 쉴 틈 틈 틈 없어 졌어 입술이 또 텄어 얼굴 위에 그 어진 빗금 금 금전쟁 같은 삶 때문에 거울에 비친 우린 수척해 오늘의 해가 떨어졌으니 전화기를 꺼 모두 여기로 출석 check 일자리 구하기는 저 하늘에 별별 별가족들의 기대치는 덜덜 덜 오늘도 미끄러진 백조 백수들 에게는 휴식마저 벌벌 벌다 잊자 오늘 밤 만은 만들자 우리만의 추억이란 작품이건 낭비가 아닌 재충전 사막 같은 삶을 위한 생수 병 오늘은 여기로 출 check 모여 라 여기로 출 check 왼쪽 사람들 출 check 오른쪽 사람들 출 check 어서 baby 어서 여기 모여 오늘만큼 free your mind 오늘만큼 free your mind 어서 baby 어서 여기 오늘만큼 free your mind 오늘만큼 free your mind 지구를 들어 버리겠다며 당돌하게 꺼꾸로 물 구나무를 섰던,짜증,10
4008,우린 데 세상의 짐을 혼자 짊어진 듯 허리를 굽히며 중력에 굴복해 이 사회가 원하는 건 그저 높은 수치의 판매실적 오늘 만큼 우린 반역자 모두 여기로 출석 첵 그만 걱정해 이젠 결정해 오랜 시간 고민하는 것은 멍청해 때로 우린 스스로에게도 businessman 그건 내 안의 소리에 대한 Disrespectjust do it 마음이 시키는 대로 내일 일은 내일 고민해 놀아 맘대로 눈치 보면서 꾸물대지 마 그러다가 오늘 밤도 공치니까 오늘은 여기로 출 첵 모여 라 여기로 출 첵 일하는 사람들 출 첵 노는 사람들 출 첵 어서 baby 어서 여기 모여 오늘만큼 free your mind 오늘만큼 free your mind 어서 baby 어서 여기 오늘만큼 free your mind 오늘만큼 free your mind 어서 baby 어서 모두 모여 you babyyou're so special tonight 어서 baby 걱정들은 잊어 tonight 전쟁터에 군인들도 오늘은 무기를 버리고 휴전 사랑이 전쟁인 연인들도 오늘은 성질을 죽이고 휴전회사도 노조들도 오늘은 분쟁을 멈추고 휴전 선생님 학교 학생들도 교과서를 버리고 휴전 어서 baby 어서 여기 모여 오늘만큼 free your mind 오늘만큼 free your mind 어서 baby 어서 여기 오늘만큼 free your mind 오늘만큼 free your mind 출 check 출 check 출 check 출 check 출석 check,활력,12
4009,Everybody's looking for love ohAin't that the reason your atthis club oh You ain't gon findit dancin with him noI gotta better solution for yougirl oh Just Leave with me nowsay the word and we'll goI'LL BE YOUR TEACHERI'll show you the ropesyou'll see a side of loveyou've never knownI CAN SEE IT goin down goin downIN MY HEAD I SEE YOU ALL OVER MEIN MY HEAD U FUFILL MY FANTACYIN MY HEAD you'll be screamin ohhhhIN MY HEAD its goin downIN MY HEAD its goin downIN MY HEAD YEA IN MY HEAD OH YEAsome dudes know all the rightthings to say A When it comes downto it its all just game yeaInstead of talking lemmedemonstrate yea GET DOWN TOBUSINESS AND SKIP 4 PLAY AJust Leave with me now say theword and we'll go I'LL BE YOURTEACHER I'll show you the ropesyou'll see a side of loveyou've never knownI CAN SEE IT goin down goin downIN MY HEAD I SEE YOU ALL OVER MEIN MY HEAD U FUFILL MY FANTACYIN MY HEAD you'll be screamin ohhIN MY HEAD its goin downIN MY HEAD its goin down IN MY HEADAYO AYO AYO OOH SING IT TO ME BABYIN MY HEAD RIGHT NOWAYO AYO AYO OOH YOU'LL BE SCREAMINGLOUD WHEN IT ALL GOES DOWNJust Leave with me now say theword and we'll go I'LL BE YOURTEACHER I'll show you the ropesyou'll see a side of loveyou've never knownI CAN SEE IT goin down goin downIN MY HEAD I SEE YOU ALL OVER MEIN MY HEAD U FUFILL MY FANTACYIN MY HEAD you'll be screamin ohhIN MY HEAD its goin downIN MY HEAD its goin downIN MY HEAD I SEE YOU ALL OVER MEIN MY HEAD U FUFILL MY FANTACYIN MY HEAD you'll be screamin ohhIN MY HEAD its goin downIN MY HEAD its goin down IN MY HEAD,짜증,10
4010,Look at my eyesLook at my lipsLook at my neck Just look don't touch Look at the way I wa walk it outFrom side to sideJust look don't touch Everywhere I go I get the feeling 불같이 뜨거운 시선들 서서히 다가오는 my little monsters 딱 거기까지 비 켜라 out my way 밀고 땡기고 미치겠네,활력,12
4011,다칠까 봐 걱정되잖아,짜증,10
4012,여기요 저기요 나 좀 봐줘요,승리,6
4013,이리 저리 들려오는 귀찮은 얘기들 Ahh Oop 너무 예뻐요,승리,6
4014,Oh baby please Behave yourself 뻔한 얘 긴 제발 stop 나는 저 멀리 떠나버렸어,활력,12
4015,Ain't nobody got time for this 쓸 때 없는 용기만 내면 뭐 어쩌라 고 잘 생기면 다니 네 머리 속엔 메아리만 들려 텅 텅텅 자꾸 쪽쪽 쪽 수준이 맞아야 대화를 할 것 아냐 Just look don't touch Every time you come a little closer 넌 심장 소리 커지고 pow pow pow 이대로 가면 너만 다칠 것 같은 걸 저만치 떨어져 있는 게 좋을 걸 꺼져 라 일로와 밀고 땡기고 미치겠네,활력,12
4016,다칠 까 봐 걱정되잖아,짜증,10
4017,1분만 10초만 시간 내줘요,짜증,10
4018,이리 저리 들려오는 귀찮은 얘기들 Ahh Oop 난 너뿐이야,이별,9
4019,Oh baby pleaseBehave yourself 뻔한 얘 긴 제발 stop 나는 저 멀리 떠나버렸어,활력,12
4020,Ain't nobody got time for this Listen to me boys 다 필요 없어 남자가 돼야지,활력,12
4021,안 그래 잊지 말라고,승리,6
4022,내가 하는 얘기들 손부터 쓰지 말고 Gotta respect a girl 자 따라 해봐 이벤트는 필요 없어 비싼 것도 필요 없어 여기까지 좋지 화풀이 할 때 다 들어줘 자존심 같은 것 다 버려 문스타 다 잡은 물고기 네가 다 확 깨 어장 치는 분위기 손 잡고 잘게,짜증,10
4023,오빠 믿어 남자는 다 그래 아빠 말처럼 남자는 다 늑대 거기 못난이 what 자꾸 봐 내 다리 진짜 너 내 타입 아냐 절대 no 넥타이나 똑바로 고쳐 매 볼 일 없어 그만 굿바이기회를 줄 테니 just don't screw it upCome on Baby Baby Baby 미치겠네,활력,12
4024,다칠 까 봐 걱정되잖아,짜증,10
4025,말로만 하지 말고 생각 좀 해 남자답게 다가 와 봐 답답하잖아,환상,3
4026,Ahh Oop 알아들었니,이별,9
4027,Oh baby pleaseBehave yourself 뻔한 얘 긴 제발 stop 나는 저 멀리 떠나버렸어,활력,12
4028,Really thoughAin't nobody got time for this,활력,12
4029,Listen up 내 느낌에 맞춰 좌우 손발에 맞춰 눈치 보지 말고 달리고 또 달리고 달리고 달려 Yo We be rockin this floor M.I .N .I .M .E Ho 누가 좀 말려 누가 누가 좀 말려 줘 지난 과도기는 버리고 이 음악에 모두 날리고 오늘 하루만은 놀래,활력,12
4030,즐겨 볼래,환상,3
4031,Gatta let it go 우린 멋지니까 M.I .N .I .M .E HoWe got this party we we we got this partyCan you feel me Move that body 오늘 너는 나의 노예 Can you feel me Move that body 너와 함께 더 높이 올라 Can you feel me Move that body 오늘 너는 나의 노예 Can you feel me Move that body 너와 함께 더 높이 올라 oh oh oh oh oh oh oh oh oh oh oh oh 널 향한 내 입술이 말해 바래 oh oh oh oh oh oh oh oh oh oh oh oh 널 향한 내 온몸이 말해 partyX Cross 우리 지휘에 너의 몸과 마음을 연 주해 때론 세게 때론 부드럽게 Now stop you're Hypnotized 지치지 않는 노래 걱정은 내일 모레 We got this party we we we got this partyCan you feel me Move that body 오늘 너는 나의 노예 Can you feel me Move that body 너와 함께 더 높이 올라 Can you feel me Move that body 오늘 너는 나의 노예 Can you feel me Move that body 너와 함께 더 높이 올라 우리 모두 신나게 소리쳐 A-Yo 네 심장이 터질 듯이 뛰어올라 A-YoNow clap HeyNow clap HoNow clap HeyYo Everybodyoh oh oh oh oh oh oh oh oh oh oh ohoh oh oh oh oh oh oh oh oh oh oh ohoh oh oh oh oh oh oh oh oh oh oh oh 널 향한 내 입술이 말해 바래 oh oh oh oh oh oh oh oh oh oh oh oh 널 향한 내 온몸이 말해 party,활력,12
4032,Ladiesyeah yeahU readywowLadiesyeah yeahSing along 너 나 우리는 말이 필요 없는 Motion 내 맘이 설레는 Emotionoh ah oh ahoh ah oh ah 아직도 난 떨려 와요 그 대 속삭임 그 대 입맞춤 아직은 잘 모르지만 그냥 난 좋아 그대가 좋아 그 댈 몰랐었던,활력,12
4033,그때를 떠올리면 난 그만 어 지러 숨 쉴 수가 없죠,승리,6
4034,잠을 깨고 나서 또 잠이 들 때까지 온종일 Lalala 노랠 흥얼대죠,짜증,10
4035,모두 보여주기 Step by Step 내 생각만 하기 Day by Day 비밀 안 만들기 Show Show Show 언제나 서로만 바라보기 너 나 우리는 말이 필요 없는 Motion 내 맘이 설레는 Emotion이 세상 그대와 함께 라면 오늘 하루도 자신 있죠,짜증,10
4036,다 끼리,짜증,10
4037,끼린 모두 알 수 있는 Motion 가슴 떨리는 imagination 나의 곁에 영원히 머물러요 나를 웃게 해 줘요,활력,12
4038,oh ah oh ah 괜스레 난 웃음이 나 생각만 해도 상상만 해도 구름처럼 가 벼 웁게 뛰는 발걸음 설레는 마음 햇살 눈이 부셔 바람도 너무 좋아 이렇게 그대를 만나러 가는 길 말하지 않아도 모두 느낄 수 있어 나처럼 그대도 같은 마음 인걸 속 상한 일 내게 Say Say Say 함께 고민하기 One by One 숨기는 거 없기 Show Show Show 작은 것 하나도 함께 하기 너 나 우리는 말이 필요 없는 Motion 내 맘이 설레는 Emotion이 세상 그대와 함께 라면 오늘 하루도 자신 있죠,활력,12
4039,다 끼리,짜증,10
4040,끼린 모두 알 수 있는 Motion 가슴 떨리는 imagination 나의 곁에 영원히 머물러요 나를 웃게 해 줘요,활력,12
4041,눈 빛과 손짓 미소 그 표정 하나하나 사랑스러운 그대 죠그 대는 웃는 얼굴이 제일 예뻐요,이별,9
4042,힘들면 내게 기대 줘요,이별,9
4043,너 나 우리는 말이 필요 없는 Motion 내 맘이 설레는 Emotion이 세상 그대와 함께 라면 오늘 하루도 자신 있죠,이별,9
4044,다 끼리,짜증,10
4045,끼린 모두 알 수 있는 Motion 가슴 떨리는 imagination 나의 곁에 영원히 머물러요 가슴 뛰게 가슴 뛰게 설레이게 설레이게 웃음 짓게 해 줘요,활력,12
4046,Ladiesyeah yeahAttention,활력,12
4047,오전에 보낸 문자는 메아리가 없어 하루 종일 내 기분은 맥아 리가 없어 친구들에 겐 밀고 당기는 중사실 니가 던진 떡밥에 완전 낚이는 중 뒤집어 놓지 내 속과 니 전화 어깨 근처에 향수만 묻혀 놓고 가냐,짜증,10
4048,내가 너의 옹달샘은 아닌데 왜 항상 커피 아님 술만 얻어먹고 가냐,기쁨,1
4049,넌 논란의 캐릭터 뱃 걸 희망이란 채찍으로 내 맘을 고문해 난 어둠의 기사 여기 밸트 매 걸쭉하게 취한 널 집에다 모셔 주네,짜증,10
4050,왠지 넌 사연 있는 여자 같아 가벼운 덤 벨처럼 들었다 놨다 헷갈리게 해 너의 애매한 태도 어디야 지금 영화 예 매했 대도 그녀는 BAAAM BAAAM BAAAM 같은 여자 그녀는 BAAAM BAAAM BAAAM 근데 왜 왜 왜 끌리는 걸까 도대체 왜 왜 왜 내 겐 너무 예뻐서 you're always in my heart 그녀는 BAAAM BAAAM BAAAM 같은 여자 연락이 뚝 끊겼다가도 늦은 새벽에 불쑥 날 찾아와 술 사 달라고 콧소리 내면서 내 맘에 불 붙였다가도 갑자기 정색하곤 해 오늘은 그만 하자고 아 답답해 내 맘은 굴뚝같은데 너는 연기처럼 날아가는 게 마치 손아귀에 잡힐 듯 가까이 왔다가도 왜 뱀처럼 미끄럽게 빠져나가는데 왜 내 맘에 똬리를 틀었어 삼킬 게 아니라면 넌 왜 나를 물었어,짜증,10
